🎬4—k▪系列,#genre#
DJ Radio On The TrTV,http://jiekou.gq/dsb/bili.php?id=3981922
壮志凌云-我们拥抱和平 我们拥抱安宁,http://jiekou.gq/dsb/bili.php?id=839437
结草衔环贾雨村红楼梦,http://jiekou.gq/dsb/bili.php?id=7288508
DJ舞曲13141314,http://jiekou.gq/dsb/bili.php?id=22607022
bctf,http://jiekou.gq/dsb/bili.php?id=22346518
普通话不标准的没有感情朗读机器,http://jiekou.gq/dsb/bili.php?id=1177802
昕浩的空间,http://jiekou.gq/dsb/bili.php?id=22602046
不许点拔萝卜！,http://jiekou.gq/dsb/bili.php?id=1335911
ACG动漫图赏,http://jiekou.gq/dsb/bili.php?id=22104452
你也不知道我在干什么？？,http://jiekou.gq/dsb/bili.php?id=10537034
名侦探柯南剧场版,http://jiekou.gq/dsb/bili.php?id=22205575
开闭家的秘密花园,http://jiekou.gq/dsb/bili.php?id=21280732
用户290961288的直播间,http://jiekou.gq/dsb/bili.php?id=22546944
林正英全集24小时,http://jiekou.gq/dsb/bili.php?id=21975136
蜡笔小新剧场,http://jiekou.gq/dsb/bili.php?id=22487066
最美的自然风景和轻音乐,http://jiekou.gq/dsb/bili.php?id=22581698
时间啊！时间,http://jiekou.gq/dsb/bili.php?id=21272029
稻草人影视,http://jiekou.gq/dsb/bili.php?id=22607400
起床运动读书,http://jiekou.gq/dsb/bili.php?id=21954555
近期新片新游戏预告新MV,http://jiekou.gq/dsb/bili.php?id=81829
测试中，随时消失。,http://jiekou.gq/dsb/bili.php?id=22604603
阴阳路,http://jiekou.gq/dsb/bili.php?id=8452712
永不放弃的不爱学习的皮卡叔,http://jiekou.gq/dsb/bili.php?id=22596629
轻松搞笑，没事进来笑一笑开心一下,http://jiekou.gq/dsb/bili.php?id=53743
一起看红楼梦02,http://jiekou.gq/dsb/bili.php?id=3430272
视频云直播转码测试,http://jiekou.gq/dsb/bili.php?id=339053
补番,http://jiekou.gq/dsb/bili.php?id=1254766
【小林放映厅】动作 喜剧 恐怖 动漫你懂,http://jiekou.gq/dsb/bili.php?id=21906879
一起来听EXO,http://jiekou.gq/dsb/bili.php?id=22468321
【人间透口气】不是我的歌单,http://jiekou.gq/dsb/bili.php?id=22325415


🇻🇳越南▪频道,#genre#
越南ⅠANTV,http://antvlive.ab5c6921.cdnviet.com/antv/playlist.m3u8
越南Ⅰ CTV,http://tv.ctvcamau.vn/live/tv/tv.m3u8
越南Ⅰ PTP,http://113.161.4.48:8080/phuyen/tv.m3u8
越南Ⅰ THGL,http://113.161.25.3:8134/hls/gialaitv/gialaitv.m3u8
越南Ⅰ BRT,http://113.163.216.23:1935/live/tv2.stream_480p/chunklist_w1716759116.m3u8
越南Ⅰ HBTV,http://hoabinhtvlive.746b3ddb.cdnviet.com/hoabinhtv/chunklist.m3u8
VTV①HD,http://s4.nihontv.net:21585/vtv1/index.m3u8
VTV⑤HD TâyNamBộ,https://mutixx5hq1liv.akamaized.net/vtv5tnb/vtv5tnb@720p.m3u8
VTV⑤TâyNguyên,https://mutixx5hq1liv.akamaized.net/vtv5tn/vtv5tn@720p.m3u8
VTV⑦HD,https://vips-livecdn.fptplay.net/hda3/vtv7hd_vhls.smil/chunklist_b5000000.m3u8
VTV⑦HD,https://vips-livecdn.fptplay.net/hda3/vtv7hd_vhls.smil/playlist.m3u8
VTV⑧HD,https://vips-livecdn.fptplay.net/hda2/vtv8hd_vhls.smil/chunklist_b5000000.m3u8
VTV⑧HD,https://vips-livecdn.fptplay.net/hda2/vtv8hd_vhls.smil/playlist.m3u8
VTV⑨HD,https://vips-livecdn.fptplay.net/hda2/vtv9_vhls.smil/chunklist_b5000000.m3u8
VTV⑨HD,https://vips-livecdn.fptplay.net/hda2/vtv9_vhls.smil/playlist.m3u8
HA NOI①ᴴᴰ,https://livecdn.fptplay.net/sdc/hanoitv1_2000.stream/chunklist.m3u8?
HA NOI②ᴴᴰ,https://livecdn.fptplay.net/sdc/hanoitv2_2000.stream/chunklist.m3u8?
HTV1,https://livecdn.fptplay.net/sdb/htv1_hls.smil/chunklist_b2500000.m3u8
HTV2,https://vips-livecdn.fptplay.net/hda1/htv2hd_vhls.smil/chunklist_b2500000.m3u8
HTV3,https://livecdn.fptplay.net/sdb/htv3_2000.stream/chunklist.m3u8
HTV3,https://livecdn.fptplay.net/sdb/htv3_hls.smil/chunklist_b2500000.m3u8
HTV4,https://livecdn.fptplay.net/sdb/htv4_hls.smil/chunklist_b2500000.m3u8
BTV⑨An Viên,https://livecdn.fptplay.net/sdc/btv9_2000.stream/chunklist.m3u8
BTV⑩NCM,https://livecdn.fptplay.net/sda/ncm_2000.stream/chunklist.m3u8
BTV⑪,https://livecdn.fptplay.net/sda/btv11_2000.stream/chunklist.m3u8
VTC②,https://livecdn.fptplay.net/sdb/vtc2_hls.smil/chunklist_b2500000.m3u8
VTC④,https://livecdn.fptplay.net/sdc/vtc4_hls.smil/chunklist_b2500000.m3u8
VTC⑤,https://livecdn.fptplay.net/sdb/vtc5_hls.smil/chunklist_b2500000.m3u8
VTC⑥,https://livecdn.fptplay.net/sdb/vtc6_hls.smil/chunklist_b2500000.m3u8
VTC⑦,https://livecdn.fptplay.net/sdb/todaytv_hls.smil/chunklist_b2500000.m3u8
VTC⑧,https://livecdn.fptplay.net/sdb/vtc8_hls.smil/chunklist_b2500000.m3u8
KBS World,https://livecdn.fptplay.net/sdb/kbs_2000.stream/chunklist_b2500000.m3u8
Bloomberg TV,https://liveprodeuwest.akamaized.net/eu1/Channel-EUTVqvs-AWS-ireland-1/Source-EUTVqvs-1000-1_live.m3u8
THBT,http://113.163.94.245/hls-live/livepkgr/_definst_/liveevent/thbt.m3u8
KTV,http://210.245.20.94/hls/ktv1.m3u8
PTP,http://113.161.4.48:8080/phuyen/tv.m3u8
THGL,http://113.161.25.3:8134/hls/gialaitv/gialaitv.m3u8?checkedby:iptvcat.com
Cà Mau,http://tv.ctvcamau.vn/live/tv/tv.m3u8?checkedby:iptvcat.com
VITV,http://210.86.230.202:8134/hls-live/livepkgr/_definst_/liveevent/livestream.m3u8
QRT,http://113.161.6.157:8081/hls-live/livepkgr/_definst_/liveevent/livestream.m3u8
THTG,http://thtg.vn:8001/thtg.m3u8
Nhân Dân,https://video.nhandan.thienvietjsc.net/live/nhandan720/chunklist.m3u8
ANG GIANG TV,https://livecdn.fptplay.net/sda/angiang_1000.stream/chunklist.m3u8?
BAC GIANGᴴᴰ,https://livecdn.fptplay.net/sdc/bacgiang_hls.smil/chunklist_b2500000.m3u8?
BEN TRE,https://livecdn.fptplay.net/sdc/bentre_hls.smil/chunklist_b2500000.m3u8?
BINH DINH,https://livecdn.fptplay.net/sda/binhdinh_hls.smil/chunklist_b2500000.m3u8?
BINH THUAN,https://livecdn.fptplay.net/sdc/binhthuan_hls.smil/chunklist_b2500000.m3u8?
BPTV1,https://livecdn.fptplay.net/sdc/binhphuoc1_hls.smil/chunklist_b2500000.m3u8?
BPTV2,https://livecdn.fptplay.net/sdc/binhphuoc2_hls.smil/chunklist_b2500000.m3u8?
BR-VT,https://livecdn.fptplay.net/sdc/bariavungtau_2000.stream/chunklist.m3u8
CA MAUᴴᴰ,https://livecdn.fptplay.net/sdc/camau_hls.smil/chunklist_b2500000.m3u8?
CAN THO,https://livecdn.fptplay.net/sda/cantho_hls.smil/chunklist_b2500000.m3u8?
CAO BANG,https://livecdn.fptplay.net/sda/caobang_1000.stream/chunklist.m3u8?
DA NANG 1,https://livecdn.fptplay.net/sdc/danang1_hls.smil/chunklist_b2500000.m3u8?
DAC LAK TV,https://livecdn.fptplay.net/sdc/daklak_hls.smil/chunklist_b2500000.m3u8?
DIEN BIENᴴᴰ,https://livecdn.fptplay.net/sdc/dienbien_hls.smil/chunklist_b2500000.m3u8?
Điện Biên,https://livecdn.fptplay.net/sdc/dienbien_hls.smil/chunklist_b2500000.m3u8
DONG NAI1ᴴᴰ,https://livecdn.fptplay.net/sda/dongnai1_hls.smil/chunklist_b2500000.m3u8?
DONG NAI2ᴴᴰ,https://livecdn.fptplay.net/sda/dongnai2_hls.smil/chunklist_b2500000.m3u8?
DONG THAP1ᴴᴰ,https://livecdn.fptplay.net/sdc/dongthap_2000.stream/playlist.m3u8?
GIA LAI,https://livecdn.fptplay.net/sda/gialai_hls.smil/chunklist_b2500000.m3u8?
HA GIANG,https://livecdn.fptplay.net/sda/hagiang_hls.smil/chunklist_b2500000.m3u8?
Hà Giang,https://livecdn.fptplay.net/sda/hagiang_hls.smil/chunklist_b2500000.m3u8
HA NAM,https://livecdn.fptplay.net/sda/hanam_hls.smil/chunklist_b2500000.m3u8?
HA TINHᴴᴰ,https://livecdn.fptplay.net/sdc/hatinh_2000.stream/chunklist.m3u8?
HAI DUONG,https://livecdn.fptplay.net/sdc/haiduong_2000.stream/chunklist.m3u8?
HAI PHONGᴴᴰ,https://livecdn.fptplay.net/sdc/haiphong_2000.stream/chunklist.m3u8?
Hải Phòng+,https://live.thhp.vn/hls/thpplus/index.m3u8
HAU GIANG,https://livecdn.fptplay.net/sda/haugiang_2000.stream/chunklist.m3u8?
HOA BINH,https://livecdn.fptplay.net/sda/hoabinh_2000.stream/chunklist.m3u8?
HUNG YEN,https://livecdn.fptplay.net/sdc/hungyen_2000.stream/chunklist.m3u8?
KHANH HOAᴴᴰ,https://livecdn.fptplay.net/sda/khanhhoa_2000.stream/chunklist.m3u8?
KIENG GIANG,https://livecdn.fptplay.net/sda/kiengiang_hls.smil/chunklist_b2500000.m3u8?
KON TUM,https://livecdn.fptplay.net/sdc/kontum_hls.smil/chunklist_b2500000.m3u8?
LAM DONG,https://livecdn.fptplay.net/sdc/lamdong_hls.smil/chunklist_b2500000.m3u8?
LANG SON,https://livecdn.fptplay.net/sdc/langson_hls.smil/chunklist_b2500000.m3u8?
LAI CHAU,https://livecdn.fptplay.net/sdc/laichau_hls.smil/chunklist_b1200000.m3u8?
LAO CAI,https://livecdn.fptplay.net/sdc/laocai_hls.smil/chunklist_b2500000.m3u8?
Lào Cai,https://livecdn.fptplay.net/sdc/laocai_2000.stream/chunklist.m3u8
LONG AN 34,https://livecdn.fptplay.net/sdc/longan_hls.smil/chunklist_b2500000.m3u8?
NAM DINH,https://livecdn.fptplay.net/sdc/namdinh_hls.smil/chunklist_b2500000.m3u8?
Nghệ An,https://livecdn.fptplay.net/sda/nghean_2000.stream/chunklist.m3u8
NINH BINH,https://livecdn.fptplay.net/sda/ninhbinh_1000.stream/chunklist.m3u8?
NINH THUAN,https://livecdn.fptplay.net/sda/ninhthuan_2000.stream/chunklist.m3u8?
PHU THOᴴᴰ,https://livecdn.fptplay.net/sda/phutho_2000.stream/chunklist.m3u8?
PHU YENᴴᴰ,https://livecdn.fptplay.net/sda/phuyen_2000.stream/chunklist.m3u8?
QPVN,https://livecdn.fptplay.net/sdc/quocphongvnhd_2000.stream/chunklist.m3u8
QUANG BINHᴴᴰ,https://livecdn.fptplay.net/sda/quangbinh_2000.stream/chunklist.m3u8?
QUANG NAM,https://livecdn.fptplay.net/sdc/quangnam_2000.stream/chunklist.m3u8?
QUANG NGAIᴴᴰ,https://livecdn.fptplay.net/sda/quangngai_hls.smil/chunklist_b2500000.m3u8
QTV1,https://livecdn.fptplay.net/sda/quangninh1_2000.stream/chunklist.m3u8?
QTV3,https://livecdn.fptplay.net/sda/quangninh3_2000.stream/chunklist.m3u8?
QUANG TRI,https://livecdn.fptplay.net/sdc/quangtri_hls.smil/chunklist_b2500000.m3u8?
Quảng Trị,https://livecdn.fptplay.net/sdc/quangtri_2000.stream/chunklist.m3u8
SOC TRANG,https://livecdn.fptplay.net/sda/soctrang_hls.smil/chunklist_b2500000.m3u8?
SON LA,https://livecdn.fptplay.net/sdc/sonla_hls.smil/chunklist_b2500000.m3u8
TAY NINH 11ᴴᴰ,https://livecdn.fptplay.net/sda/tayninhhd_hls.smil/chunklist_b2500000.m3u8?
THAI BINH,https://livecdn.fptplay.net/sda/thaibinh_hls.smil/chunklist_b2500000.m3u8?
Thái Nguyên 1,http://103.90.220.236/tntvlive/tv1live.m3u8
Thái Nguyên 2,http://14.186.94.163:9981/stream/channelid/1386328510?profile=pass
THANH HOA,https://livecdn.fptplay.net/sda/thanhhoa_hls.smil/chunklist_b2500000.m3u8?
THUA THIEN HUE,https://livecdn.fptplay.net/sdc/hue_hls.smil/chunklist_b2500000.m3u8?
TIEN GIANG,https://livecdn.fptplay.net/sda/tiengiang_hls.smil/chunklist_b2500000.m3u8?
TRA VINHᴴᴰ,https://livecdn.fptplay.net/sdc/travinh_1000.stream/chunklist.m3u8?
TUYEN QUANGᴴᴰ,https://livecdn.fptplay.net/sda/tuyenquang_2000.stream/chunklist.m3u8?
Vĩnh Phúc,https://livecdn.fptplay.net/sdc/vinhphuc_hls.smil/chunklist_b2500000.m3u8
YEN BAI,https://livecdn.fptplay.net/sdc/yenbai_hls.smil/chunklist_b2500000.m3u8?
Yên Bái,http://yenbaitv.org.vn//hls/livestream.m3u8

🇲🇾马来▪频道,#genre#
[马来西亚]Maah TV,http://51.210.199.33/hls/stream.m3u8
[马来西亚]Bernama TV,http://50.7.161.82:8278/streams/d/Bernama/playlist.m3u8
[马来西亚]TV1 (720p),http://50.7.161.82:8278/streams/d/TV1/playlist.m3u8
[马来西亚]TV2 (720p),http://50.7.161.82:8278/streams/d/TV2/playlist.m3u8
[马来西亚]NTV 7,http://50.7.161.82:8278/streams/d/Rtmntv7/playlist.m3u8
[马来西亚]Nat Geo WILD Asia,http://50.7.161.82:8278/streams/d/Natgeowild/playlist.m3u8
[马来西亚]Astro AOD 311,http://185.180.221.194:8278/streams/d/AodHD/playlist.m3u8
[马来西亚]Astro Awani [Not 24/7],http://50.7.161.82:8278/streams/d/Awani/playlist.m3u8
[马来西亚]Astro Ceria,http://50.7.161.82:8278/streams/d/Ceria/playlist.m3u8
[马来西亚]Astro Citra,http://50.7.161.82:8278/streams/d/Citra/playlist.m3u8
[马来西亚]Astro Oasis,http://50.7.161.82:8278/streams/d/Oasis/playlist.m3u8
[马来西亚]Astro Prima,http://185.180.221.194:8278/streams/d/Prima/playlist.m3u8
[马来西亚]Astro Shuang Xing,http://50.7.161.82:8278/streams/d/Shuangxing/playlist.m3u8
[马来西亚]Astro 华丽台 (Astro Wah Lai Toi),http://185.180.221.194:8278/streams/d/Wlt/playlist.m3u8
[马来西亚]Astro 小太阳 (Astro Xiao Tai Yang) [Not 24/7],http://50.7.161.82:8278/streams/d/Xiaotaiyang/playlist.m3u8
[马来西亚]TV3,http://50.7.161.82:8278/streams/d/TV3/playlist.m3u8
[马来西亚]Naura (576p) [Not 24/7],http://50.7.161.82:8278/streams/d/Naura/playlist.m3u8
[马来西亚]8TV,http://50.7.161.82:8278/streams/d/TV8/playlist.m3u8
[马来西亚]TV9,http://50.7.161.82:8278/streams/d/TV9/playlist.m3u8
[马来西亚]TVB Xing He 星河,http://50.7.161.82:8278/streams/d/Xinhe/playlist.m3u8
[马来西亚]TV Alhijrah,http://50.7.161.82:8278/streams/d/Alhijrah/playlist.m3u8
[马来西亚]Boo,http://50.7.161.82:8278/streams/d/Boo/playlist.m3u8

🇬🇧英国▪频道,#genre#
Afrobeats247,https://stream.ecable.tv/afrobeats/tracks-v1a1/mono.m3u8
AlarabyTV,https://alaraby.cdn.octivid.com/alaraby/smil:alaraby.stream.smil/playlist.m3u8
ComedyChannel,https://uksono1-samsunguk.amagi.tv/playlist.m3u8
EdgeSport,https://edgesport-samsunguk.amagi.tv/playlist.m3u8
Ginwild,https://inwild-samsung-uk.amagi.tv/playlist.m3u8
GUSTOTV,https://gustotv-samsung-gb.samsung.wurl.com/manifest/playlist.m3u8
SkyNewsExtra1,https://skynewsau-live.akamaized.net/hls/live/2002689/skynewsau-extra1/master.m3u8
SkyNewsExtra2,https://skynewsau-live.akamaized.net/hls/live/2002690/skynewsau-extra2/master.m3u8
SkyNewsExtra3,https://skynewsau-live.akamaized.net/hls/live/2002691/skynewsau-extra3/master.m3u8
TimeLine,https://timeline-samsung-uk.amagi.tv/playlist.m3u8


午夜▪直播,#genre#
松視1台,p5p://crfccs.kingh888.com:16666/60ab2744000d91cc0e611b49573518f1 
松視1台,p8p://192.240.110.203:16666/60ab2744000d91cc0e611b49573518f1
松視2台,p5p://crfccs.kingh888.com:16666/60ab2759000359320e616ab455299cce
松視2台,p8p://192.240.110.203:16666/60ab2759000359320e616ab455299cce
松視2台,p8p://45.92.126.18:9906/60e5c644000b70ee0cfbe2ab20648a6b
松視2台,p8p://fccs.123178.top:9906/60e5c644000b70ee0cfbe2ab20648a6b
彩虹電影,p5p://crfccs.kingh888.com:16666/60ab2705000438470e6022cd64274913
彩虹電影,p8p://crfccs.kingh888.com:16666/60ab2705000438470e6022cd64274913.ts
彩虹e台,p5p://crfccs.kingh888.com:16666/60ab271b0008823b0e6079d6366a0d7e.ts 
彩虹e台,p8p://crfccs.kingh888.com:16666/60ab271b0008823b0e6079d6366a0d7e
彩虹e台,p8p://192.240.110.203:16666/60ab271b0008823b0e6079d6366a0d7e
彩虹e台,p5p://crfccs.kingh888.com:16666/60ab271b0008823b0e6079d6366a0d7e.ts 
彩虹e台,p8p://crfccs.kingh888.com:16666/60ab271b0008823b0e6079d6366a0d7e.ts   
香蕉台,p5p://crfccs.kingh888.com:16666/60ab2769000e40550e61abfe014de5b1   
香蕉台,p8p://crfccs.kingh888.com:16666/60ab2769000e40550e61abfe014de5b1
香蕉台,p8p://192.240.110.203:16666/60ab2769000e40550e61abfe014de5b1
香蕉台,p5p://fccs.123178.top:9906/60ab2769000e40550e61abfe014de5b1  
香蕉台,p5p://crfccs.kingh888.com:16666/60ab2769000e40550e61abfe014de5b1   
香蕉台,p8p://crfccs.kingh888.com:16666/60ab2769000e40550e61abfe014de5b1.ts 
驚豔成人電影台,p5p://crfccs.kingh888.com:16666/60ab27790005917d0e61e8453f868fd2             
驚豔成人電影台,p8p://192.240.110.203:16666/60ab27790005917d0e61e8453f868fd2
驚豔成人電影台,p5p://crfccs.kingh888.com:16666/60ab27790005917d0e61e8453f868fd2             
驚豔成人電影台,p8p://crfccs.kingh888.com:16666/60ab27790005917d0e61e8453f868fd2.ts  
驚豔成人電影台,p8p://crfccs.kingh888.com:16666/60ab27790005917d0e61e8453f868fd2
潘朵啦高畫質玩美台,p5p://crfccs.kingh888.com:16666/60ab279b0002b9f90e626c5b4a6b3931              
潘朵啦高畫質玩美台,p8p://crfccs.kingh888.com:16666/60ab279b0002b9f90e626c5b4a6b3931
潘朵啦高畫質玩美台,p5p://crfccs.kingh888.com:16666/60ab279b0002b9f90e626c5b4a6b3931              
潘朵啦高畫質玩美台,p8p://192.240.110.203:16666/60ab279b0002b9f90e626c5b4a6b3931
潘朵啦高畫質玩美台,p8p://crfccs.kingh888.com:16666/60ab279b0002b9f90e626c5b4a6b3931.ts 
潘朵啦高畫質玩美台,p5p://45.86.67.154:9906/60885835000df6a60f4afa0edd0a04e6.ts
潘朵拉粉红台,p9p://45.86.67.154:9906/608858600001ceac0f4b9ee9d6e55ce1.ts
潘朵拉粉红台,p5p://crfccs.kingh888.com:16666/60fd2d970005922100ecb55d2f333764              
潘朵拉粉红台,p8p://crfccs.kingh888.com:16666/60fd2d970005922100ecb55d2f333764 
潘朵拉粉红台,p8p://fccs.123178.top:9906/60fd2d970005922100ecb55d2f333764
JStar極限台電影頻道,p5p://crfccs.kingh888.com:16666/60ab2789000ebe270e62291ec8b20e2d.ts
JStar極限台電影頻道,p8p://crfccs.kingh888.com:16666/60ab2789000ebe270e62291ec8b20e2d.ts
JStar極限台電影頻道,p8p://192.240.110.203:16666/60ab2789000ebe270e62291ec8b20e2d
JStar極限台電影頻道,p8p://fccs.123178.top:9906/60fd2dff000297b000ee4ada2986dc4
JStar極限台電影頻道,p5p://crfccs.kingh888.com:16666/60ab2789000ebe270e62291ec8b20e2d.ts
HOT,p5p://crfccs.kingh888.com:16666/60ab27ac000dd0ce0e62b1998dc28571 
HOT,p5p://45.92.126.18:9906/60e5c5940008bfb40cf9327b7a38210e
HOT,p8p://fccs.123178.top:9906/60e5c5940008bfb40cf9327b7a38210e
HOT,p8p://crfccs.kingh888.com:16666/60ab27ac000dd0ce0e62b1998dc28571 
LOOK-HD,p5p://45.92.126.18:9906/60ed753e0003e9cf1108a73c5ad48fc9
LOOK-HD,p8p://crfccs.kingh888.com:16666/60ab27300007c5930e60cbad188a91bd
LOOK-HD,p5p://crfccs.kingh888.com:16666/60ab27300007c5930e60cbad188a91bd
LOOK-HD,p5p://45.92.126.18:9906/60ed753e0003e9cf1108a73c5ad48fc9


一本▪电影,#genre#

一本道720P01,https://videony.rhsj520.com/jlb0707/060509-080A/1500kb/hls/index.m3u8
一本道720P02,https://videony.rhsj520.com/jlb0707/060509-080B/1500kb/hls/index.m3u8
一本道720P03,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181125/1/1bd/121115_205-1pon/index.m3u8
一本道720P04,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181125/1/1bd/120915_204-1pon/index.m3u8
一本道720P05,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181125/1/1bd/112015_193-1pon/index.m3u8
一本道720P06,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181125/1/1bd/112015_004-1pon/index.m3u8
一本道720P07,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181125/1/1bd/111915_192-1pon/index.m3u8
一本道720P08,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181125/1/1bd/110615_185-1pon/index.m3u8
一本道720P09,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181125/1/1bd/092315_158-1pon/index.m3u8
一本道720P10,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181125/1/1bd/090515_148-1pon/index.m3u8
一本道720P11,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181125/1/1bd/090415_147-1pon/index.m3u8
一本道720P12,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181125/1/1bd/090215_146-1pon/index.m3u8
一本道720P13,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181125/1/1bd/082715_142-1pon/index.m3u8
一本道720P14,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181125/1/1bd/082515_141-1pon/index.m3u8
一本道720P15,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181125/1/1bd/082215_140-1pon/index.m3u8
一本道720P16,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181125/1/1bd/081815_137-1pon/index.m3u8
一本道720P17,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181125/1/1bd/081615_136-1pon/index.m3u8
一本道720P18,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181125/1/1bd/081515_135-1pon/index.m3u8
一本道720P19,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181125/1/1bd/081315_133-1pon/index.m3u8
一本道720P20,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181125/1/1bd/081115_131-1pon/index.m3u8
